Gene	Target	IonCode_0101	IonCode_0102	IonCode_0103	IonCode_0104	IonCode_0105	IonCode_0106	IonCode_0107	IonCode_0125	IonCode_0126	IonCode_0127	IonCode_0128	IonCode_0129	IonCode_0130	IonCode_0131	"COSMIC_CGC_FLAG"	"NCBI_NAME"	"HGNC_SYMBOL_ACC"	"MIM_MORBID_DESCRIPTION"	"ENTREZ_GENE_ID"	"U133PLUS2_PSID"
PRKAA1	AMPL28004560	162	170	148	180	131	137	208	163	106	82	116	103	146	168	0	protein_kinase__AMP-activated__alpha_1_catalytic_subunit	9376	.	5562	1555177_at,209799_at,225984_at,225985_at
PRKAA2	AMPL27422046	48	26	28	54	42	39	59	40	28	25	16	52	47	51	0	protein_kinase__AMP-activated__alpha_2_catalytic_subunit	9377	.	5563	207709_at,227892_at,238441_at,238489_at,240349_at
PRKAB1	AMPL26926548	546	522	433	631	581	621	697	535	430	296	303	509	582	671	0	protein_kinase__AMP-activated__beta_1_non-catalytic_subunit	9378	.	5564	201834_at,201835_s_at
PRKAB2	AMPL29688710	69	71	71	57	78	62	79	58	54	51	37	83	63	80	0	protein_kinase__AMP-activated__beta_2_non-catalytic_subunit	9379	.	5565	1558027_s_at,214474_at,225278_at
PRKACA	AMPL7179582	111	115	93	85	97	104	116	81	89	61	51	97	103	125	0	protein_kinase__cAMP-dependent__catalytic__alpha	9380	.	5566	202801_at,216234_s_at
PRKACB	AMPL21094236	227	258	227	244	268	258	297	216	177	122	130	281	227	285	0	protein_kinase__cAMP-dependent__catalytic__beta	9381	.	5567	202741_at,202742_s_at,235780_at
PRKACG	AMPL10821894	1	0	3	0	0	2	0	2	2	0	0	0	1	4	0	protein_kinase__cAMP-dependent__catalytic__gamma	9382	.	5568	207228_at
PRKAG1	AMPL10972211	165	184	173	174	157	154	158	140	156	156	83	147	134	105	0	protein_kinase__AMP-activated__gamma_1_non-catalytic_subunit	9385	.	5571	201805_at,227527_at,227528_s_at,231974_at
PRKAG2	AMPL31383279	3	0	0	0	4	1	0	0	0	0	0	1	0	1	0	protein_kinase__AMP-activated__gamma_2_non-catalytic_subunit	9386	CARDIOMYOPATHY__FAMILIAL_HYPERTROPHIC__6__CMH6,GLYCOGEN_STORAGE_DISEASE_OF_HEART__LETHAL_CONGENITAL,WOLFF-PARKINSON-WHITE_SYNDROME	51422	218292_s_at,222582_at,233748_x_at
PRKAG3	AMPL33374942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protein_kinase__AMP-activated__gamma_3_non-catalytic_subunit	9387	PROTEIN_KINASE__AMP-ACTIVATED__NONCATALYTIC__GAMMA-3__PRKAG3	53632	223904_at
PRKAR1A	AMPL21597831	1766	1759	2105	2163	1909	2286	2518	1937	1746	1070	1146	1737	1951	2664	1	protein_kinase__cAMP-dependent__regulatory__type_I__alpha	9388	ACRODYSOSTOSIS_1__WITH_OR_WITHOUT_HORMONE_RESISTANCE__ACRDYS1,CARNEY_COMPLEX__TYPE_1__CNC1,MYXOMA__INTRACARDIAC,PIGMENTED_NODULAR_ADRENOCORTICAL_DISEASE__PRIMARY__1__PPNAD1	5573	200603_at,200604_s_at,200605_s_at,242482_at
PRKAR1B	AMPL8312926	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	protein_kinase__cAMP-dependent__regulatory__type_I__beta	9390	.	5575	212555_at,212559_at,238183_at
PRKAR2A	AMPL28675953	144	117	143	106	137	162	182	150	122	67	82	111	144	194	0	protein_kinase__cAMP-dependent__regulatory__type_II__alpha	9391	.	5576	204842_x_at,204843_s_at,213052_at,225000_at,225011_at
PRKAR2B	AMPL7179179	47	64	44	65	83	66	66	54	43	30	32	54	55	84	0	protein_kinase__cAMP-dependent__regulatory__type_II__beta	9392	.	5577	203680_at
PRKCA	AMPL7849134	212	205	226	246	155	229	282	215	167	87	170	139	213	347	0	protein_kinase_C__alpha	9393	.	5578	1560074_at,206923_at,213093_at,215195_at
PRKCB	AMPL7994442	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	protein_kinase_C__beta	9395	.	5579	207957_s_at,209685_s_at,227817_at,227824_at,228795_at
PRKCD	AMPL21697716	6	6	8	3	10	6	4	6	5	8	1	5	4	2	0	protein_kinase_C__delta	9399	.	5580	202545_at
PRKCDBP	AMPL36163994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protein_kinase_C__delta_binding_protein	9400	.	112464	213010_at
PRKCE	AMPL27729990	42	51	42	67	54	26	50	52	56	34	37	43	55	78	0	protein_kinase_C__epsilon	9401	.	5581	206248_at,226101_at,236459_at
PRKCG	AMPL7990740	5	2	2	2	11	8	5	0	2	3	1	9	5	4	0	protein_kinase_C__gamma	9402	SPINOCEREBELLAR_ATAXIA_14__SCA14	5582	206270_at,236195_x_at
PRKCH	AMPL26982373	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	protein_kinase_C__eta	9403	STROKE__ISCHEMIC	5583	206099_at,218764_at,230124_at
PRKCI	AMPL7637660	205	236	234	262	217	262	320	233	215	130	124	222	250	321	0	protein_kinase_C__iota	9404	.	5584	209677_at,209678_s_at,213518_at
PRKCQ	AMPL28940838	2	3	1	3	4	3	4	2	1	0	2	1	1	1	0	protein_kinase_C__theta	9410	.	5588	210038_at,210039_s_at
PRKCSH	AMPL11152105	1781	1493	1455	1677	1675	1552	1581	1424	1314	1048	923	1537	1306	1675	0	protein_kinase_C_substrate_80K-H	9411	POLYCYSTIC_LIVER_DISEASE__PCLD	5589	200707_at,214080_x_at
PRKCZ	AMPL8331039	27	26	17	15	49	23	43	20	21	12	11	41	24	31	0	protein_kinase_C__zeta	9412	.	5590	202178_at
PRKD1	AMPL8507412	35	28	34	33	35	34	39	25	36	24	13	49	26	30	0	protein_kinase_D1	9407	.	5587	205880_at,217705_at
PRKD2	AMPL33630525	101	103	104	97	101	130	105	118	99	62	55	99	121	129	0	protein_kinase_D2	17293	.	25865	209282_at,241669_x_at,38269_at
PRKD3	AMPL27348922	229	225	178	236	210	194	294	159	148	107	91	181	190	275	0	protein_kinase_D3	9408	.	23683	1554910_at,211084_x_at,218236_s_at,222565_s_at,242549_at
PRKDC	AMPL13027983	914	1077	921	1040	1146	1273	1808	923	1006	539	695	1057	1079	2008	0	protein_kinase__DNA-activated__catalytic_polypeptide	9413	.	5591	208694_at,210543_s_at
PRKG1	AMPL1971242	2	3	1	1	7	2	9	8	6	1	3	11	4	11	0	protein_kinase__cGMP-dependent__type_I	9414	.	5592	207119_at,211380_s_at,228396_at
PRKG2	AMPL28572685	0	0	0	8	0	0	0	1	0	0	9	0	0	0	0	protein_kinase__cGMP-dependent__type_II	9416	.	5593	207505_at
PRKRA	AMPL7228418	407	430	402	394	545	539	572	404	365	187	245	478	405	598	0	protein_kinase__interferon-inducible_double_stranded_RNA_dependent_activator	9438	DYSTONIA_16__DYT16	8575	209139_s_at,237107_at
PRKRIP1	AMPL14588976	145	154	199	190	169	231	237	139	177	84	114	144	201	268	0	PRKR_interacting_protein_1__IL11_inducible	21894	.	100289561,100630923,79706	218378_s_at,222615_s_at
PRKRIR	AMPL28507509	629	655	760	761	724	758	821	712	541	256	386	594	666	989	0	protein-kinase__interferon-inducible_double_stranded_RNA_dependent_inhibitor__repressor_of__P58_repressor	9440	.	5612	209323_at
PRKX	AMPL30187213	97	94	141	180	106	120	143	81	84	78	57	93	96	127	0	protein_kinase__X-linked	9441	.	5613	204060_s_at,204061_at
PRKY	AMPL19221857	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	protein_kinase__Y-linked__pseudogene	9444	.	5616	204060_s_at,206279_at
PRL	AMPL10381166	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	prolactin	9445	.	5617	205445_at
PRLH	AMPL31590086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	prolactin_releasing_hormone	17945	.	51052	221443_x_at
PRLHR	AMPL29294030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	prolactin_releasing_hormone_receptor	4464	.	2834	231805_at
PRLR	AMPL6062251	3	1	1	1	1	1	0	0	0	4	0	2	0	0	0	prolactin_receptor	9446	.	5618	206346_at,210476_s_at,211917_s_at,216638_s_at,227629_at,231981_at,243755_at
PRM1	AMPL9545490	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	protamine_1	9447	.	5619	206358_at
PRM2	AMPL8504727	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	protamine_2	9448	.	5620	210122_at
PRM3	AMPL36912973	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	protamine_3	13732	.	58531	231758_at
PRMT1	AMPL8469937	3303	3400	3066	3152	2820	3801	4650	3083	2936	2096	1812	2270	4544	5027	0	protein_arginine_methyltransferase_1	5187	.	3276	1565016_at,206445_s_at
PRMT10	AMPL18215101	34	27	21	19	37	29	30	21	29	16	12	35	23	33	0	protein_arginine_methyltransferase_10__putative	25099	.	90826	228536_at
PRMT2	AMPL8293631	202	216	138	163	262	183	177	192	162	114	92	214	171	186	0	protein_arginine_methyltransferase_2	5186	.	3275	202098_s_at,210384_at,221564_at,228722_at,228725_x_at
PRMT3	AMPL29212704	51	46	47	53	36	63	91	41	42	35	31	38	35	87	0	protein_arginine_methyltransferase_3	30163	.	10196	213320_at
PRMT5	AMPL29298592	668	725	695	857	843	926	1212	800	628	507	462	759	882	1219	0	protein_arginine_methyltransferase_5	10894	.	10419	1564520_s_at,1564521_x_at,217786_at
PRMT6	AMPL33017216	162	126	137	123	178	159	186	173	136	79	58	189	138	196	0	protein_arginine_methyltransferase_6	18241	.	55170	223275_at
PRMT7	AMPL32043892	198	201	201	188	262	235	249	167	183	117	109	184	164	312	0	protein_arginine_methyltransferase_7	25557	.	54496	219408_at
PRMT8	AMPL31498632	38	59	46	23	159	53	52	39	49	19	11	129	42	51	0	protein_arginine_methyltransferase_8	5188	.	56341	207772_s_at,230839_at
PRND	AMPL12618689	0	1	0	0	0	1	1	0	0	0	2	1	0	0	0	prion_protein_2__dublet	15748	.	23627	222106_at,223813_at
PRNP	AMPL4550048	14	9	6	17	10	13	12	13	10	10	6	14	4	11	0	prion_protein	9449	CREUTZFELDT-JAKOB_DISEASE__CJD,FATAL_FAMILIAL_INSOMNIA__FFI,GERSTMANN-STRAUSSLER_DISEASE__GSD,HUNTINGTON_DISEASE-LIKE_1__HDL1,KURU__SUSCEPTIBILITY_TO,SPONGIFORM_ENCEPHALOPATHY_WITH_NEUROPSYCHIATRIC_FEATURES	5621	201300_s_at,215707_s_at
PROC	AMPL5038575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protein_C__inactivator_of_coagulation_factors_Va_and_VIIIa	9451	THROMBOPHILIA_DUE_TO_PROTEIN_C_DEFICIENCY__AUTOSOMAL_DOMINANT__THPH3,THROMBOPHILIA_DUE_TO_PROTEIN_C_DEFICIENCY__AUTOSOMAL_RECESSIVE__THPH4	5624	206259_at
PROCA1	AMPL34855050	16	14	17	9	19	19	6	9	12	9	5	10	14	13	0	protein_interacting_with_cyclin_A1	28600	.	147011	232647_at,236286_at
PROCR	AMPL29712184	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	protein_C_receptor__endothelial	9452	.	10544	203650_at
PRODH	AMPL30921497	6	1	4	2	20	7	3	2	2	1	1	17	4	1	0	proline_dehydrogenase__oxidase__1	9453	HYPERPROLINEMIA__TYPE_I__HPI,SCHIZOPHRENIA_4__SCZD4,SCHIZOPHRENIA__SCZD	5625	214203_s_at
PRODH2	AMPL37395647	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	proline_dehydrogenase__oxidase__2	17325	.	58510	216696_s_at,243614_s_at
PROK1	AMPL14015642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	prokineticin_1	18454	.	84432	229124_at
PROK2	AMPL4556807	0	2	1	1	4	0	0	1	2	0	0	2	0	1	0	prokineticin_2	18455	HYPOGONADOTROPIC_HYPOGONADISM_4_WITH_OR_WITHOUT_ANOSMIA__HH4	60675	232629_at
PROKR1	AMPL36418215	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	prokineticin_receptor_1	4524	.	10887	.
PROKR2	AMPL34458210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	prokineticin_receptor_2	15836	HYPOGONADOTROPIC_HYPOGONADISM_3_WITH_OR_WITHOUT_ANOSMIA__HH3	128674	234450_at
PROL1	AMPL34897234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	proline_rich__lacrimal_1	17279	.	58503	208004_at
PROM1	AMPL29302322	483	482	473	475	540	560	840	459	392	295	286	498	518	789	0	prominin_1	9454	CONE-ROD_DYSTROPHY_12__CORD12,MACULAR_DYSTROPHY__RETINAL__2__MCDR2,RETINITIS_PIGMENTOSA_41__RP41,STARGARDT_DISEASE_4__STGD4	8842	204304_s_at
PROM2	AMPL34558935	3	4	1	2	3	0	4	5	3	2	1	2	2	7	0	prominin_2	20685	.	150696	1552797_s_at,1562378_s_at,239528_at
PROP1	AMPL29724489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PROP_paired-like_homeobox_1	9455	PITUITARY_HORMONE_DEFICIENCY__COMBINED__2__CPHD2	5626	211223_at
PROS1	AMPL6538626	164	159	187	227	228	198	166	202	147	96	131	213	179	168	0	protein_S__alpha	9456	THROMBOPHILIA_DUE_TO_PROTEIN_S_DEFICIENCY__AUTOSOMAL_DOMINANT__THPH5,THROMBOPHILIA_DUE_TO_PROTEIN_S_DEFICIENCY__AUTOSOMAL_RECESSIVE__THPH6	5627	207808_s_at
PROSAPIP1	AMPL24309143	55	62	55	91	73	63	78	65	67	60	44	57	57	97	0	.	.	.	.	.
PROSC	AMPL13302821	329	312	285	329	445	396	482	286	320	164	198	341	393	520	0	proline_synthetase_co-transcribed_homolog__bacterial	9457	.	11212	209384_at,209385_s_at,214545_s_at
PROSER1	AMPL14179869	370	346	309	500	327	371	404	375	266	140	286	249	304	563	0	proline_and_serine_rich_1	20291	.	80209	218420_s_at,225887_at
PROX1	AMPL8679221	20	17	14	12	46	30	26	16	14	2	9	31	19	42	0	prospero_homeobox_1	9459	.	5629	207401_at,228656_at,229376_at
PROX2	AMPL3657954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	prospero_homeobox_2	26715	.	283571	234804_at
PROZ	AMPL28311129	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	protein_Z__vitamin_K-dependent_plasma_glycoprotein	9460	.	8858	208034_s_at
PRPF18	AMPL8921025	40	31	44	38	29	52	54	27	40	22	22	26	37	52	0	pre-mRNA_processing_factor_18	17351	.	8559	221547_at
PRPF19	AMPL24734076	1322	1486	1216	1357	1290	1517	1910	1224	1063	815	840	1104	1442	1694	0	pre-mRNA_processing_factor_19	17896	.	27339	203103_s_at
PRPF3	AMPL30452841	16	17	19	21	22	36	30	23	17	11	15	29	29	38	0	pre-mRNA_processing_factor_3	17348	RETINITIS_PIGMENTOSA_18__RP18	9129	202251_at
PRPF31	AMPL33683443	481	453	536	540	503	567	590	393	479	371	327	427	536	716	0	pre-mRNA_processing_factor_31	15446	RETINITIS_PIGMENTOSA_11__RP11	26121	202407_s_at,202408_s_at
PRPF38A	AMPL18593326	547	444	432	501	457	461	608	500	415	381	243	454	422	609	0	pre-mRNA_processing_factor_38A	25930	.	84950	1553709_a_at,223230_at,235612_at
PRPF38B	AMPL33743527	376	386	381	422	333	459	537	366	345	266	231	373	362	601	0	pre-mRNA_processing_factor_38B	25512	.	55119	218040_at,230270_at
PRPF39	AMPL30551281	153	135	110	143	122	206	188	170	117	54	72	168	143	221	0	pre-mRNA_processing_factor_39	20314	.	55015	220553_s_at
PRPF4	AMPL27902631	204	196	194	250	222	228	252	201	168	123	152	191	179	315	0	pre-mRNA_processing_factor_4	17349	.	9128	209161_at,209162_s_at
PRPF40A	AMPL32100739	557	519	585	593	517	711	683	714	611	308	311	550	601	947	0	PRP40_pre-mRNA_processing_factor_40_homolog_A__S._cerevisiae	16463	.	55660	213729_at,214941_s_at,218053_at,226687_at,233080_s_at,236477_at
PRPF40B	AMPL2111140	44	67	29	51	62	59	66	52	40	32	21	47	54	72	0	PRP40_pre-mRNA_processing_factor_40_homolog_B__S._cerevisiae	25031	.	25766	226966_at
PRPF4B	AMPL29201229	251	221	256	254	267	214	283	230	229	165	130	211	243	338	0	pre-mRNA_processing_factor_4B	17346	.	8899	202126_at,202127_at,211090_s_at
PRPF6	AMPL12541462	425	395	356	380	372	416	438	345	346	237	194	334	348	390	0	pre-mRNA_processing_factor_6	15860	RETINITIS_PIGMENTOSA_60__RP60	24148	208879_x_at,208880_s_at
PRPF8	AMPL27174370	1445	1685	1485	1682	1681	1654	2370	1473	1524	592	1042	1539	1490	2401	0	pre-mRNA_processing_factor_8	17340	RETINITIS_PIGMENTOSA_13__RP13	10594	200000_s_at
PRPH	AMPL27313858	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	peripherin	9461	.	5630	213847_at
PRPH2	AMPL5046340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	peripherin_2__retinal_degeneration__slow	9942	CHOROIDAL_DYSTROPHY__CENTRAL_AREOLAR_2__CACD2,FUNDUS_ALBIPUNCTATUS,MACULAR_DYSTROPHY__VITELLIFORM__ADULT-ONSET,PATTERNED_DYSTROPHY_OF_RETINAL_PIGMENT_EPITHELIUM,RETINITIS_PIGMENTOSA_7__RP7,RETINITIS_PIGMENTOSA__RP	5961	206625_at
PRPS1	AMPL9392066	730	672	606	607	682	777	841	732	526	300	329	554	664	954	0	phosphoribosyl_pyrophosphate_synthetase_1	9462	ARTS_SYNDROME__ARTS,CHARCOT-MARIE-TOOTH_DISEASE__X-LINKED_RECESSIVE__5__CMTX5,DEAFNESS__X-LINKED_1__DFNX1,PHOSPHORIBOSYLPYROPHOSPHATE_SYNTHETASE_SUPERACTIVITY	5631	208447_s_at,209440_at
PRPS1L1	AMPL16729163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	phosphoribosyl_pyrophosphate_synthetase_1-like_1	9463	.	221823	215486_at
PRPS2	AMPL7317338	33	20	21	26	23	30	45	30	28	12	26	29	29	50	0	phosphoribosyl_pyrophosphate_synthetase_2	9465	.	5634	203401_at
PRPSAP1	AMPL10340460	496	362	343	405	414	434	388	460	382	317	227	395	382	488	0	phosphoribosyl_pyrophosphate_synthetase-associated_protein_1	9466	.	5635	1556715_at,202529_at
PRPSAP2	AMPL11670117	512	524	458	528	509	578	587	581	459	345	331	517	548	586	0	phosphoribosyl_pyrophosphate_synthetase-associated_protein_2	9467	.	5636	1557366_at,203537_at
PRR11	AMPL33249973	705	795	668	706	788	710	858	677	660	493	414	689	682	987	0	proline_rich_11	25619	.	55771	219392_x_at,228273_at,232215_x_at
PRR12	AMPL33849481	404	428	375	402	437	429	562	475	345	272	251	362	405	603	0	proline_rich_12	29217	.	57479	226716_at
PRR13	AMPL33235627	192	164	165	200	155	199	170	148	155	134	92	192	155	137	0	proline_rich_13	24528	.	54458	217794_at
PRR14	AMPL34962734	287	351	291	303	495	384	380	259	258	200	181	372	383	453	0	proline_rich_14	28458	.	78994	1559397_s_at,218714_at,45687_at
PRR14L	AMPL15596027	161	176	137	129	190	208	256	130	196	118	98	146	216	276	0	proline_rich_14-like	28738	.	253143	1553761_at,1558097_at,216555_at
PRR15	AMPL17483006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	proline_rich_15	22310	.	222171	226961_at
PRR15L	AMPL34840779	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	proline_rich_15-like	28149	.	79170	219127_at
PRR16	AMPL31654407	11	3	4	11	1	6	5	10	6	5	2	6	8	10	0	proline_rich_16	29654	.	51334	1554867_a_at,220014_at
PRR18	AMPL18384908	1	1	2	2	3	2	2	0	2	0	0	2	0	0	0	proline_rich_18	28574	.	285800	238008_at
PRR19	AMPL21710246	33	30	22	41	42	35	45	18	25	18	25	40	26	45	0	proline_rich_19	33728	.	284338	231176_at
PRR22	AMPL1116185	17	12	12	27	20	25	25	12	13	12	13	15	13	19	0	proline_rich_22	28354	.	163154	1552271_at,1552272_a_at
PRR23A	AMPL4396304	0	1	0	4	0	2	0	0	0	0	0	0	2	1	0	proline_rich_23A	37172	.	729627	.
PRR23B	AMPL1801674	0	1	0	0	0	2	2	0	0	0	1	0	0	3	0	proline_rich_23B	33764	.	389151	.
PRR24	AMPL17465559	135	133	132	129	134	143	89	164	121	96	64	142	142	106	0	proline_rich_24	27406	.	255783	227325_at
PRR25	AMPL2548276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	proline_rich_25	37230	.	388199	.
PRR3	AMPL14784444	299	283	289	251	356	419	347	280	255	120	169	304	296	452	0	proline_rich_3	21149	.	80742	204795_at
PRR4	AMPL13184842	8	11	12	14	13	4	17	11	11	4	2	6	7	11	0	proline_rich_4__lacrimal	18020	.	100533464,11272	204919_at,205272_s_at
PRR5L	AMPL15063415	8	5	11	9	12	13	12	16	5	7	9	5	11	18	0	proline_rich_5_like	25878	.	79899	1555486_a_at,219383_at
PRR9	AMPL9174956	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	proline_rich_9	32057	.	574414	237732_at
PRRC1	AMPL16270969	543	480	450	578	496	544	575	521	411	301	268	436	459	666	0	proline-rich_coiled-coil_1	28164	.	133619	221734_at,224643_at
PRRC2A	AMPL29012046	1042	1068	976	1219	1409	1276	1695	1071	979	843	703	1252	1130	1772	0	proline-rich_coiled-coil_2A	13918	.	7916	208132_x_at,212081_x_at,214201_x_at
PRRC2B	AMPL12311340	1147	1369	1142	1271	1442	1600	2050	1308	1275	627	830	1210	1444	2579	0	proline-rich_coiled-coil_2B	28121	.	84726	212068_s_at,212069_s_at,223793_at
PRRC2C	AMPL24370055	593	630	575	689	671	668	951	633	608	331	420	643	610	1030	0	proline-rich_coiled-coil_2C	24903	.	23215	211944_at,211946_s_at,211947_s_at,211948_x_at,214055_x_at
PRRG1	AMPL3591372	22	29	27	30	19	33	26	23	30	17	15	16	18	32	0	proline_rich_Gla__G-carboxyglutamic_acid__1	9469	.	5638	205618_at
PRRG2	AMPL4039012	2	1	0	0	3	1	0	2	0	1	0	0	1	1	0	proline_rich_Gla__G-carboxyglutamic_acid__2	9470	.	5639	205617_at
PRRG3	AMPL36605157	0	0	1	0	1	5	4	1	1	0	0	3	1	2	0	proline_rich_Gla__G-carboxyglutamic_acid__3__transmembrane	30798	.	79057	220433_at,229118_at
PRRG4	AMPL34958725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	proline_rich_Gla__G-carboxyglutamic_acid__4__transmembrane	30799	.	79056	207291_at,238513_at
PRRT1	AMPL14055097	24	12	17	23	25	15	8	17	8	6	5	28	12	21	0	proline-rich_transmembrane_protein_1	13943	.	100507547,80863	229890_at,230054_at,231739_at
PRRT2	AMPL34612202	82	34	65	65	124	42	57	47	68	46	32	124	46	58	0	proline-rich_transmembrane_protein_2	30500	CONVULSIONS__FAMILIAL_INFANTILE__WITH_PAROXYSMAL_CHOREOATHETOSIS_,EPISODIC_KINESIGENIC_DYSKINESIA_1__EKD1,SEIZURES__BENIGN_FAMILIAL_INFANTILE__2__BFIS2	112476	227192_at
PRRT3	AMPL21746574	14	16	23	7	33	15	15	14	13	5	10	23	18	22	0	proline-rich_transmembrane_protein_3	26591	.	285368	1556308_at
PRRT4	AMPL10996289	7	5	9	7	3	2	9	3	8	2	1	3	5	5	0	proline-rich_transmembrane_protein_4	37280	.	401399	.
PRRX1	AMPL37380150	3	0	0	0	1	2	1	0	0	0	2	2	0	0	0	paired_related_homeobox_1	9142	AGNATHIA-OTOCEPHALY_COMPLEX__AGOTC	5396	205991_s_at,226695_at,238852_at
PRRX2	AMPL31248965	34	22	32	87	12	31	39	34	22	31	43	17	12	23	0	paired_related_homeobox_2	21338	.	51450	219729_at
PRSS1	AMPL8328647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protease__serine__1__trypsin_1	9475	PANCREATITIS__HEREDITARY__PCTT	5644,5645	205869_at
PRSS12	AMPL6974289	14	12	11	19	16	11	10	7	10	2	8	11	4	11	0	protease__serine__12__neurotrypsin__motopsin	9477	MENTAL_RETARDATION__AUTOSOMAL_RECESSIVE_1__MRT1	8492	205515_at,213802_at
PRSS16	AMPL26879136	22	18	14	10	10	11	6	7	7	13	4	5	10	10	0	protease__serine__16__thymus	9480	.	10279	208165_s_at
PRSS21	AMPL12527986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protease__serine__21__testisin	9485	.	10942	220051_at
PRSS22	AMPL37118570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protease__serine__22	14368	.	64063	205847_at
PRSS23	AMPL12952151	507	476	466	231	589	494	428	359	445	370	109	600	392	407	0	protease__serine__23	14370	.	11098	202458_at,226279_at,229441_at
PRSS27	AMPL13929187	10	21	10	18	21	26	19	22	26	18	6	19	16	27	0	protease__serine_27	15475	.	83886	232074_at
PRSS3	AMPL12503638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protease__serine__3	9486	.	5646	207463_x_at,213421_x_at
PRSS33	AMPL17556399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protease__serine__33	30405	.	260429	1552348_at,1552349_a_at
PRSS35	AMPL17245066	19	21	30	11	162	20	41	16	28	13	6	158	22	55	0	protease__serine__35	21387	.	167681	235874_at
PRSS36	AMPL15927743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protease__serine__36	26906	.	146547	1552555_at
PRSS37	AMPL527824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protease__serine__37	29211	.	136242	231572_at
PRSS38	AMPL22177508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protease__serine__38	29625	.	339501	.
PRSS41	AMPL4364966	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	protease__serine__41	30715	.	.	.
PRSS42	AMPL21785362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protease__serine__42	30716	.	339906	.
PRSS45	AMPL22537963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protease__serine__45	30717	.	377047,729756	.
PRSS46	AMPL6728253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protease__serine__46	37325	.	100287362	.
PRSS48	AMPL21988674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protease__serine__48	24635	.	345062	.
PRSS50	AMPL12311776	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	protease__serine__50	17910	.	29122	220126_at
PRSS53	AMPL2086487	0	2	1	0	0	1	2	2	1	7	2	1	0	2	0	protease__serine__53	34407	.	339105	214226_at
PRSS54	AMPL5109860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protease__serine__54	26336	.	221191	231287_s_at
PRSS55	AMPL22338449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protease__serine__55	30824	.	203074	1570274_at
PRSS56	AMPL9181416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protease__serine__56	39433	MICROPHTHALMIA__ISOLATED_6__MCOP6	646960	.
PRSS57	AMPL22417236	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	protease__serine__57	31397	.	400668	.
PRSS58	AMPL5750369	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	,protease__serine__58	39125	.	136541	237513_at
PRSS8	AMPL10013862	0	1	1	1	0	1	1	1	0	0	0	4	1	1	0	protease__serine__8	9491	.	5652	202525_at
PRTFDC1	AMPL33062423	64	41	51	82	54	44	63	64	28	51	57	55	42	82	0	phosphoribosyl_transferase_domain_containing_1	23333	.	56952	222803_at
PRTG	AMPL15644655	4163	5779	4591	4732	5030	6585	10006	4056	4377	1838	3023	4287	5522	11024	0	protogenin	26373	.	283659	1562590_at,229073_at,229178_at
